PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39-9011,Childcare Workers,detailed,"13,820",7.6,5.053,1.22,10.74,"22,350",1.7,8.05,8.80,10.15,11.87,14.54,"16,750","18,310","21,110","24,700","30,240",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39-9021,Personal Care Aides,detailed,"28,590",6.1,10.454,1.05,11.15,"23,190",1.6,8.68,9.79,10.84,11.95,14.23,"18,050","20,370","22,550","24,860","29,600",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39-9031,Fitness Trainers and Aerobics Instructors,detailed,"6,930",7.8,2.535,1.47,18.20,"37,850",4.2,8.86,10.97,16.08,23.49,29.40,"18,430","22,820","33,440","48,860","61,160",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39-9032,Recreation Workers,detailed,"5,900",7.1,2.158,0.89,13.93,"28,970",3.7,8.50,9.37,11.97,16.34,22.52,"17,670","19,490","24,890","33,980","46,840",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39-9041,Residential Advisors,detailed,"2,600",16.8,0.952,1.28,12.34,"25,670",1.9,9.48,10.29,11.58,13.83,16.65,"19,710","21,410","24,090","28,770","34,620",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39-9099,"Personal Care and Service Workers, All Other",detailed,690,31.8,0.254,0.61,11.03,"22,950",4.7,8.00,8.75,10.22,12.67,14.96,"16,650","18,210","21,250","26,340","31,120",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-0000,Sales and Related Occupations,major,"287,870",1.4,105.266,1.00,21.19,"44,080",1.7,8.44,9.38,13.37,25.34,43.39,"17,560","19,510","27,810","52,700","90,250",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"18,990",3.5,6.943,0.80,23.01,"47,870",1.4,13.39,16.55,21.05,26.68,35.00,"27,860","34,420","43,770","55,490","72,790",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"5,380",5.1,1.969,1.10,50.54,"105,130",2.3,23.16,32.58,45.14,64.27,85.49,"48,160","67,770","93,890","133,680","177,820",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-2011,Cashiers,detailed,"70,390",3.2,25.740,1.02,10.13,"21,070",1.1,7.97,8.56,9.30,11.11,13.70,"16,570","17,800","19,350","23,120","28,500",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-2012,Gaming Change Persons and Booth Cashiers,detailed,**,**,**,**,14.88,"30,950",3.3,10.26,12.47,15.07,17.52,18.99,"21,340","25,930","31,350","36,440","39,500",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-2021,Counter and Rental Clerks,detailed,"5,940",6.3,2.170,0.67,16.15,"33,600",3.5,8.95,10.65,14.48,20.80,27.14,"18,610","22,160","30,120","43,260","56,460",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-2022,Parts Salespersons,detailed,"3,220",9.1,1.177,0.68,16.75,"34,850",3.1,9.97,11.71,14.99,20.68,27.12,"20,740","24,350","31,180","43,020","56,400",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-2031,Retail Salespersons,detailed,"91,630",3.0,33.506,1.00,12.90,"26,820",2.0,8.21,8.95,10.66,14.08,20.69,"17,080","18,610","22,160","29,280","43,040",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-3011,Advertising Sales Agents,detailed,"2,820",8.7,1.031,0.95,26.05,"54,180",6.0,9.52,14.28,20.91,31.43,47.26,"19,800","29,710","43,490","65,370","98,310",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-3021,Insurance Sales Agents,detailed,"8,770",7.6,3.206,1.14,39.30,"81,740",7.5,13.48,18.81,28.54,46.32,83.04,"28,030","39,120","59,360","96,340","172,720",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"8,340",8.6,3.050,1.32,49.19,"102,320",3.5,18.43,26.42,38.85,61.43,#,"38,330","54,960","80,800","127,770",#,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-3041,Travel Agents,detailed,"1,580",6.0,0.578,1.20,19.18,"39,890",4.0,11.56,15.35,17.96,21.92,26.94,"24,040","31,930","37,350","45,590","56,030",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-3099,"Sales Representatives, Services, All Other",detailed,"19,460",4.1,7.115,1.11,34.32,"71,380",2.3,13.73,19.77,28.67,42.45,62.24,"28,560","41,130","59,640","88,290","129,450",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"8,440",13.0,3.087,1.27,52.87,"109,980",5.9,21.41,30.88,42.37,62.81,#,"44,520","64,240","88,120","130,650",#,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"30,290",2.9,11.076,1.08,35.52,"73,870",2.7,15.81,21.62,29.68,42.55,59.14,"32,880","44,970","61,730","88,500","123,010",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-9011,Demonstrators and Product Promoters,detailed,"1,350",27.6,0.495,0.82,15.10,"31,410",8.2,9.34,10.73,13.26,16.71,24.67,"19,440","22,320","27,580","34,750","51,320",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-9021,Real Estate Brokers,detailed,510,21.6,0.185,0.66,39.01,"81,140",11.5,17.04,24.21,28.55,47.54,83.01,"35,440","50,360","59,390","98,880","172,650",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-9022,Real Estate Sales Agents,detailed,"3,890",7.9,1.422,1.29,25.91,"53,880",4.4,11.18,15.27,22.77,31.21,45.17,"23,260","31,760","47,360","64,920","93,940",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-9031,Sales Engineers,detailed,"1,560",13.4,0.572,1.09,47.50,"98,790",4.6,26.79,32.51,43.72,59.87,75.23,"55,710","67,610","90,940","124,540","156,480",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-9041,Telemarketers,detailed,"3,410",13.4,1.246,0.76,12.83,"26,690",4.0,8.48,9.21,11.23,14.83,18.73,"17,650","19,160","23,350","30,840","38,950",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41-9099,"Sales and Related Workers, All Other",detailed,"1,350",12.6,0.495,0.81,22.58,"46,970",3.4,10.85,14.86,19.97,26.52,35.53,"22,570","30,920","41,530","55,160","73,910",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-0000,Office and Administrative Support Occupations,major,"460,640",1.0,168.444,1.06,18.42,"38,320",0.6,9.89,13.03,17.16,22.66,28.51,"20,580","27,100","35,690","47,140","59,290",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"30,190",1.9,11.040,1.07,29.45,"61,260",0.9,17.58,22.02,27.84,35.06,43.85,"36,570","45,800","57,900","72,930","91,200",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-2011,"Switchboard Operators, Including Answering Service",detailed,"2,490",14.7,0.911,1.25,14.58,"30,320",2.4,10.14,11.77,14.12,17.12,19.20,"21,100","24,480","29,370","35,620","39,940",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-2021,Telephone Operators,detailed,340,36.4,0.123,1.74,19.64,"40,850",7.8,12.63,14.10,18.21,26.11,29.21,"26,270","29,330","37,880","54,310","60,760",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-3011,Bill and Account Collectors,detailed,"7,500",7.7,2.742,1.19,18.00,"37,440",1.8,11.58,13.83,17.15,21.49,26.34,"24,080","28,770","35,670","44,700","54,790",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-3021,Billing and Posting Clerks,detailed,"14,110",4.8,5.158,1.45,18.57,"38,620",1.3,12.79,15.05,17.89,21.87,25.91,"26,600","31,300","37,210","45,500","53,900",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"31,910",2.7,11.668,1.02,20.12,"41,850",0.7,12.91,15.88,19.46,23.75,28.60,"26,850","33,030","40,480","49,400","59,500",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-3041,Gaming Cage Workers,detailed,240,42.0,0.088,0.69,14.12,"29,370",4.9,10.25,11.90,13.50,15.15,20.28,"21,320","24,750","28,070","31,520","42,180",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-3051,Payroll and Timekeeping Clerks,detailed,"3,470",6.7,1.269,1.05,21.68,"45,100",2.8,13.56,16.61,20.50,24.48,29.72,"28,200","34,560","42,640","50,910","61,820",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-3061,Procurement Clerks,detailed,"1,300",6.1,0.476,0.92,20.57,"42,790",1.2,13.77,16.82,20.85,24.22,27.60,"28,640","34,990","43,370","50,370","57,410",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-3071,Tellers,detailed,"9,430",4.0,3.448,0.95,13.61,"28,300",2.1,9.58,11.28,13.45,15.79,18.28,"19,930","23,460","27,980","32,850","38,020",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-3099,"Financial Clerks, All Other",detailed,600,23.3,0.218,0.87,20.92,"43,510",3.2,13.25,15.84,20.23,25.02,29.69,"27,560","32,950","42,080","52,050","61,750",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4011,Brokerage Clerks,detailed,"2,010",10.7,0.736,1.77,23.30,"48,460",3.6,14.49,18.80,23.02,27.85,31.24,"30,140","39,110","47,890","57,930","64,990",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4021,Correspondence Clerks,detailed,**,**,**,**,17.34,"36,060",3.6,12.34,13.99,16.72,19.94,23.43,"25,670","29,100","34,780","41,480","48,730",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4031,"Court, Municipal, and License Clerks",detailed,"1,550",2.9,0.568,0.60,19.38,"40,310",3.1,13.02,14.97,18.62,22.52,26.71,"27,080","31,140","38,740","46,850","55,560",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,**,**,**,**,19.75,"41,090",3.5,13.40,15.91,20.06,22.98,26.68,"27,870","33,080","41,720","47,810","55,480",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4051,Customer Service Representatives,detailed,"52,330",3.5,19.137,1.02,18.00,"37,440",1.0,10.76,13.55,16.99,21.42,27.15,"22,380","28,170","35,330","44,560","56,470",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4061,"Eligibility Interviewers, Government Programs",detailed,"3,350",1.5,1.224,1.29,23.56,"49,010",2.2,18.27,20.76,23.16,26.49,29.23,"37,990","43,180","48,170","55,090","60,790",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4071,File Clerks,detailed,"3,620",6.2,1.323,1.30,13.74,"28,580",1.4,8.79,10.24,13.08,16.35,19.95,"18,280","21,300","27,210","34,000","41,490",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"2,160",5.5,0.790,0.45,12.02,"25,000",2.2,8.78,9.96,11.64,13.80,15.70,"18,270","20,710","24,210","28,710","32,650",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4111,"Interviewers, Except Eligibility and Loan",detailed,"4,840",6.2,1.768,1.32,17.64,"36,680",1.4,12.05,14.10,17.13,20.86,24.23,"25,060","29,330","35,630","43,390","50,400",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4121,"Library Assistants, Clerical",detailed,"2,840",7.3,1.040,1.43,12.75,"26,530",3.5,8.51,9.59,12.07,14.56,18.46,"17,700","19,950","25,110","30,280","38,390",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4131,Loan Interviewers and Clerks,detailed,"4,590",14.2,1.680,1.07,19.63,"40,830",1.7,13.30,15.87,18.90,23.20,27.68,"27,670","33,010","39,320","48,260","57,570",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4141,New Accounts Clerks,detailed,510,18.4,0.185,0.52,19.28,"40,090",4.6,13.86,16.08,18.30,22.00,26.07,"28,840","33,450","38,070","45,770","54,230",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4151,Order Clerks,detailed,"3,400",17.9,1.244,0.92,16.31,"33,920",1.7,9.87,12.49,16.27,19.76,22.93,"20,530","25,980","33,850","41,090","47,700",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"3,220",4.8,1.179,1.17,18.55,"38,590",1.5,12.19,15.30,17.96,22.10,26.24,"25,350","31,830","37,370","45,960","54,580",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4171,Receptionists and Information Clerks,detailed,"24,130",3.2,8.822,1.25,13.58,"28,250",1.1,8.92,10.56,13.17,16.18,18.83,"18,550","21,960","27,390","33,650","39,170",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"1,280",5.4,0.468,0.46,16.00,"33,270",4.2,9.35,11.97,15.94,20.35,22.86,"19,450","24,900","33,150","42,330","47,550",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-4199,"Information and Record Clerks, All Other",detailed,"2,320",3.5,0.848,0.66,20.08,"41,770",1.8,13.05,16.20,20.10,23.74,26.65,"27,140","33,690","41,810","49,380","55,430",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5011,Cargo and Freight Agents,detailed,"1,010",13.5,0.370,0.63,22.46,"46,720",4.7,11.77,18.84,22.23,26.63,30.92,"24,470","39,190","46,230","55,380","64,310",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5021,Couriers and Messengers,detailed,"1,520",9.8,0.556,1.05,14.34,"29,820",2.8,9.92,12.03,13.78,16.48,20.17,"20,620","25,030","28,660","34,280","41,950",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,"1,820",5.1,0.667,0.96,19.76,"41,090",4.2,12.95,16.16,19.35,23.79,27.72,"26,940","33,610","40,260","49,480","57,660",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"3,450",12.8,1.260,0.88,18.84,"39,190",2.0,12.18,15.28,17.99,22.07,27.34,"25,340","31,770","37,410","45,900","56,860",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5041,"Meter Readers, Utilities",detailed,430,16.2,0.158,0.62,23.25,"48,370",4.6,15.36,17.96,24.98,28.04,29.88,"31,940","37,350","51,960","58,330","62,150",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5051,Postal Service Clerks,detailed,"1,630",0.0,0.596,1.05,24.97,"51,930",1.7,15.64,27.30,27.31,27.31,27.88,"32,520","56,780","56,790","56,800","57,990",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5052,Postal Service Mail Carriers,detailed,"6,460",0.0,2.361,1.03,25.15,"52,310",1.7,15.69,20.13,28.50,28.51,28.51,"32,630","41,880","59,280","59,290","59,300",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"3,130",0.0,1.144,1.44,25.23,"52,480",3.5,15.63,26.77,27.28,27.31,27.31,"32,520","55,690","56,750","56,800","56,810",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5061,"Production, Planning, and Expediting Clerks",detailed,"5,580",4.1,2.040,0.91,24.53,"51,030",1.0,15.85,19.03,24.05,28.88,34.74,"32,980","39,570","50,030","60,060","72,270",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"12,690",3.4,4.639,0.95,16.26,"33,820",2.1,10.34,12.67,14.90,19.05,23.95,"21,500","26,350","30,990","39,630","49,830",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5081,Stock Clerks and Order Fillers,detailed,"41,500",3.5,15.176,1.08,11.93,"24,810",0.9,8.26,9.00,10.80,13.92,17.83,"17,180","18,720","22,470","28,960","37,080",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,930,13.0,0.341,0.68,16.31,"33,920",4.5,8.81,11.25,15.42,20.87,26.21,"18,320","23,410","32,070","43,400","54,510",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"12,520",4.0,4.578,0.95,28.73,"59,760",1.3,19.43,22.82,27.92,34.01,38.89,"40,420","47,470","58,070","70,740","80,900",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-6012,Legal Secretaries,detailed,"7,670",7.9,2.805,1.91,23.43,"48,730",2.2,15.93,18.65,22.75,27.98,32.69,"33,120","38,790","47,320","58,200","67,990",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-6013,Medical Secretaries,detailed,"12,730",6.8,4.655,1.21,17.82,"37,070",1.2,12.73,15.03,17.64,20.94,23.47,"26,480","31,260","36,680","43,560","48,810",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"49,090",2.3,17.950,1.09,18.21,"37,880",0.5,11.91,14.54,17.74,21.90,26.02,"24,780","30,250","36,900","45,550","54,120",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9011,Computer Operators,detailed,"1,670",10.3,0.609,1.63,20.75,"43,150",3.0,12.13,15.55,19.76,26.09,30.17,"25,230","32,340","41,100","54,270","62,760",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9021,Data Entry Keyers,detailed,"5,730",11.2,2.094,1.45,14.85,"30,900",1.4,9.63,11.76,14.32,17.65,21.25,"20,030","24,460","29,770","36,720","44,210",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9022,Word Processors and Typists,detailed,"2,350",4.4,0.860,1.73,17.91,"37,240",2.6,13.08,14.69,16.93,20.33,24.23,"27,210","30,550","35,210","42,280","50,400",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9031,Desktop Publishers,detailed,450,32.0,0.163,1.70,21.24,"44,170",8.6,9.12,14.28,20.73,27.30,34.36,"18,970","29,700","43,130","56,790","71,480",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9041,Insurance Claims and Policy Processing Clerks,detailed,"5,380",6.0,1.966,1.03,20.54,"42,730",1.6,14.65,16.84,20.16,23.59,28.23,"30,470","35,020","41,930","49,060","58,710",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"3,090",9.5,1.129,1.63,15.33,"31,890",3.4,9.67,11.65,14.31,18.24,23.49,"20,120","24,230","29,760","37,940","48,860",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9061,"Office Clerks, General",detailed,"58,790",2.4,21.498,1.01,16.18,"33,650",1.1,9.07,11.59,15.17,19.61,25.02,"18,870","24,110","31,560","40,790","52,050",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9071,"Office Machine Operators, Except Computer",detailed,"1,990",11.3,0.728,1.59,15.33,"31,880",3.4,9.07,12.02,14.94,18.25,22.48,"18,870","24,990","31,080","37,960","46,750",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9081,Proofreaders and Copy Markers,detailed,320,18.3,0.116,1.47,17.08,"35,530",2.6,12.14,13.58,16.36,19.84,23.66,"25,260","28,260","34,020","41,270","49,220",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9111,Statistical Assistants,detailed,440,24.1,0.162,1.65,*,*,*,*,*,*,*,*,*,*,*,*,*,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",43-9199,"Office and Administrative Support Workers, All Other",detailed,"2,440",16.8,0.891,0.51,17.22,"35,810",5.9,8.42,10.12,15.63,22.41,28.07,"17,520","21,040","32,500","46,600","58,390",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",45-0000,"Farming, Fishing, and Forestry Occupations",major,"2,410",14.8,0.882,0.27,13.47,"28,020",3.5,8.53,9.23,11.72,15.87,21.89,"17,730","19,190","24,370","33,020","45,520",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,130,30.7,0.048,0.35,23.28,"48,430",7.0,12.66,14.14,23.92,29.02,36.59,"26,320","29,400","49,760","60,350","76,110",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",45-2011,Agricultural Inspectors,detailed,120,10.5,0.042,0.40,23.71,"49,320",2.8,15.36,19.37,23.98,28.96,32.27,"31,950","40,280","49,880","60,240","67,130",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",45-2041,"Graders and Sorters, Agricultural Products",detailed,**,**,**,**,12.22,"25,420",5.0,8.64,9.04,10.97,15.26,17.95,"17,980","18,800","22,820","31,740","37,330",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,"1,240",17.7,0.454,0.23,12.03,"25,020",5.5,8.43,9.00,10.63,13.96,18.24,"17,540","18,720","22,110","29,040","37,940",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,**,**,**,**,12.19,"25,350",5.5,8.31,9.28,11.52,14.72,17.55,"17,290","19,300","23,960","30,610","36,510",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",45-4011,Forest and Conservation Workers,detailed,100,3.7,0.036,0.73,15.28,"31,790",5.5,9.33,10.59,14.19,18.34,25.19,"19,410","22,030","29,510","38,150","52,400",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-0000,Construction and Extraction Occupations,major,"83,510",1.7,30.536,0.77,27.23,"56,640",1.3,13.90,18.08,24.86,35.19,45.68,"28,920","37,610","51,710","73,200","95,010",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"7,490",4.5,2.739,0.73,38.50,"80,080",1.6,24.83,29.56,37.14,46.61,56.56,"51,660","61,480","77,250","96,960","117,650",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2011,Boilermakers,detailed,50,14.1,0.020,0.17,26.26,"54,610",2.8,20.09,23.17,26.32,29.48,33.61,"41,780","48,190","54,750","61,330","69,910",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2021,Brickmasons and Blockmasons,detailed,"1,300",17.4,0.475,1.07,29.91,"62,210",6.1,17.79,23.19,30.31,36.73,42.75,"37,010","48,230","63,050","76,400","88,930",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2022,Stonemasons,detailed,370,30.5,0.136,1.42,30.90,"64,280",10.8,13.70,22.26,29.36,42.64,48.04,"28,500","46,300","61,070","88,700","99,910",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2031,Carpenters,detailed,"12,240",5.4,4.475,0.97,26.60,"55,330",2.7,14.01,17.58,23.78,35.02,44.86,"29,140","36,570","49,450","72,830","93,310",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2041,Carpet Installers,detailed,730,33.7,0.267,1.43,23.41,"48,680",13.5,9.03,13.74,19.22,34.31,44.89,"18,790","28,570","39,970","71,370","93,370",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2044,Tile and Marble Setters,detailed,580,31.7,0.213,0.84,20.90,"43,460",10.9,10.33,14.87,18.27,27.42,36.05,"21,480","30,930","38,010","57,030","74,990",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2051,Cement Masons and Concrete Finishers,detailed,"1,920",16.1,0.701,0.59,25.02,"52,050",4.2,16.05,18.55,22.69,31.82,37.38,"33,380","38,590","47,200","66,190","77,740",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2061,Construction Laborers,detailed,"14,550",5.4,5.321,0.83,20.62,"42,880",3.5,10.97,14.39,18.26,25.78,33.01,"22,820","29,930","37,990","53,620","68,660",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,730,17.5,0.267,0.69,26.20,"54,500",4.3,17.11,20.27,25.14,30.39,37.55,"35,580","42,160","52,290","63,220","78,100",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2072,Pile-Driver Operators,detailed,40,18.9,0.015,0.58,33.59,"69,880",6.8,20.97,25.97,30.20,43.35,48.94,"43,610","54,010","62,810","90,160","101,790",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"4,780",5.6,1.748,0.68,29.35,"61,050",3.0,17.49,21.09,27.38,38.15,44.97,"36,370","43,870","56,960","79,360","93,550",,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",47-2081,Drywall and Ceiling Tile Installers,detailed,"1,390",21.0,0.510,0.79,27.42,"57,040",8.3,16.03,18.62,25.60,36.10,44.23,"33,340","38,720","53,260","75,090","92,010",,
